StartDate,EndDate,Status,IPAddress,Progress,Duration__in_seconds,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,IC,C_Time_Vign_male_First_Click,C_Time_Vign_male_Last_Click,C_Time_Vign_male_Page_Submit,C_Time_Vign_male_Click_Count,C_AC_m_1,Ch_LoEf_m_1,Ch_LoEf_m_2,Ch_LoEf_m_3,Ch_LoEf_m_4,Ch_LoEf_m_5,Ch_LoEf_m_6,Ch_LoEf_m_7,Ch_LoEf_m_8,Ch_LoEf_m_9,Ch_LoEf_m_10,Ch_LoEf_m_11,Ch_LoEf_m_12,Ch_LoEf_m_13,Ch_LoEf_m_14,Ch_LoEf_m_15,Ch_HiEf_1,Ch_HiEf_2,Ch_HiEf_3,Ch_HiEf_4,Ch_HiEf_5,Ch_HiEf_6,Ch_HiEf_7,Ch_HiEf_8,Ch_HiEf_9,Ch_HiEf_10,Ch_HiEf_11,Ch_HiEf_12,Ch_HiEf_13,Ch_HiEf_14,Ch_HiEf_15,C_Ef_LoEf_m,C_Ef_HiEf_m,C_Qu_LoEf_m,C_Qu_HiEf_m,C_Dif_LoEf_m,C_Dif_HiEf_m,C_Val_LoEf_m,C_Val_HiEf_m,C_AC_m_2,C_Sal_LoEf_1,C_Sal_HiEf_1,C_Coop_loEf_m,C_Coop_hiEf_m,Time_Vign_female_First_Click,Time_Vign_female_Last_Click,Time_Vign_female_Page_Submit,Time_Vign_female_Click_Count,C_AC_f_1,Ch_LoEf_f_1,Ch_LoEf_f_2,Ch_LoEf_f_3,Ch_LoEf_f_4,Ch_LoEf_f_5,Ch_LoEf_f_6,Ch_LoEf_f_7,Ch_LoEf_f_8,Ch_LoEf_f_9,Ch_LoEf_f_10,Ch_LoEf_f_11,Ch_LoEf_f_12,Ch_LoEf_f_13,Ch_LoEf_f_14,Ch_LoEf_f_15,Ch_HiEf_1.0,Ch_HiEf_2.0,Ch_HiEf_3.0,Ch_HiEf_4.0,Ch_HiEf_5.0,Ch_HiEf_6.0,Ch_HiEf_7.0,Ch_HiEf_8.0,Ch_HiEf_9.0,Ch_HiEf_10.0,Ch_HiEf_11.0,Ch_HiEf_12.0,Ch_HiEf_13.0,Ch_HiEf_14.0,Ch_HiEf_15.0,C_Ef_LoEf_f,C_Ef_HiEf_f,C_Qu_LoEf_f,C_Qu_HiEf_f,C_Dif_LoEf_f,C_Dif_HiEf_f,C_Val_LoEf_f,C_Val_HiEf_f,C_AC_f_2,C_Sal_LoEf_f_1,C_Sal_HiEf_f_1,C_Coop__LoEf_f,C_Coop__HiEf_f,Age,Gen,Gen_3_TEXT,Nat,Cou,Lan,Edu,Lad,FB,SC0
2024-09-16 15:08:14,2024-09-16 15:08:14,2,,100,0,1,2024-09-16 15:08:14,R_4OsrB5jc88Xe1FQ,,,,,,,test,,1,4.58,5.57,9.28,6,4,3,3,4,2,2,7,4,6,1,2,5,5,3,7,4,6,4,5,4,1,6,6,6,3,2,6,3,7,5,5,3,6,2,2,5,2,2,6,4,7,33,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,4,,TEXT,TEXT,1,9,7,Interdum praesent eleifend magna iaculis vestibulum non euismod! Suscipit imperdiet.,185
2024-09-16 15:08:14,2024-09-16 15:08:14,2,,100,0,1,2024-09-16 15:08:14,R_56Vf6JUJhFOyySq,,,,,,,test,,1,7.07,9.96,7.95,17,4,7,6,4,6,6,2,7,1,2,3,2,2,4,7,1,3,6,3,3,3,6,1,5,1,1,5,6,6,6,6,7,4,2,7,2,5,1,7,1,44,42,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,1,,TEXT,TEXT,2,4,7,"Phasellus facilisis. Elit. Laoreet vivamus. Ligula tellus porta ultrices convallis consectetuer eu? Justo, sed.",176
2024-09-16 15:08:14,2024-09-16 15:08:14,2,,100,0,1,2024-09-16 15:08:14,R_3V6OtDXwYLeI0jI,,,,,,,test,,1,5.97,7.04,6.78,16,5,6,6,3,2,2,1,5,3,7,4,4,3,2,6,6,7,6,7,5,1,5,6,4,7,1,6,1,3,6,4,5,6,2,1,3,2,1,7,5,6,43,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3,Venenatis. Suspendisse accusamus laoreet metus dapibus curabitur quis phasellus scelerisque.,TEXT,TEXT,4,4,5,Arcu risus facilisi dui dignissim mattis elementum tempora lorem curabitur sem ullamcorper a culpa. Diam.,183
2024-09-16 15:08:14,2024-09-16 15:08:14,2,,100,0,1,2024-09-16 15:08:15,R_9vP0RvHyJWfgE5w,,,,,,,test,,1,3.95,9.02,6.91,37,7,3,6,2,7,7,3,1,4,6,3,6,7,4,1,2,3,6,3,5,5,3,5,5,4,2,4,1,4,5,4,7,7,3,4,2,1,5,7,2,45,30,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,1,,TEXT,TEXT,4,2,5,Facilisis auctor sodales dapibus accusamus? Dui atque vestibulum nibh sem magna bibendum.,179
2024-09-16 15:08:15,2024-09-16 15:08:15,2,,100,0,1,2024-09-16 15:08:15,R_czFVexCgs8lI9Cu,,,,,,,test,,1,3.36,6.65,9.11,13,3,2,3,5,5,6,3,7,3,5,2,1,6,5,3,1,4,4,6,2,2,5,1,7,1,1,7,6,3,5,7,5,6,3,5,2,6,5,5,2,31,47,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,4,,TEXT,TEXT,3,5,2,Eget. Wisi orci imperdiet vestibulum venenatis malesuada diam velit pellentesque egestas? Eros. Nec duis.,175
2024-09-16 15:08:15,2024-09-16 15:08:15,2,,100,0,1,2024-09-16 15:08:15,R_cYNkApiJfITje2q,,,,,,,test,,1,2.69,4.9,9.35,48,6,5,1,1,2,4,7,4,3,5,7,2,2,2,1,6,2,5,3,1,3,6,7,7,2,5,6,3,5,6,4,4,6,2,4,4,7,1,1,4,49,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,4,,TEXT,TEXT,2,8,7,Mi porta dui vulputate accumsan leo erat maecenas lectus commodo.,178
2024-09-16 15:08:15,2024-09-16 15:08:15,2,,100,0,1,2024-09-16 15:08:15,R_9t4PXyX9ZGVlxPw,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69,5.17,7.06,40,6,1,3,7,2,1,5,4,5,5,4,6,2,1,2,2,6,3,5,1,5,2,6,5,4,2,3,5,7,3,3,6,1,4,2,5,3,1,6,6,1,50,1,4,35,3,Orci sagittis montes donec convallis! Vel tempor arcu ipsum vestibulum dui natoque molestie.,TEXT,TEXT,3,2,1,"Integer tortor, dolor malesuada rutrum. Scelerisque vitae enim metus! Eleifend malesuada sagittis.",160
2024-09-16 15:08:15,2024-09-16 15:08:15,2,,100,0,1,2024-09-16 15:08:16,R_88t40J5ooc2StsW,,,,,,,test,,1,9.92,9.99,10,13,5,4,3,3,5,2,1,3,6,6,5,3,2,7,5,1,7,2,1,1,5,2,6,7,6,2,7,6,3,3,6,1,4,7,7,1,6,4,3,4,14,35,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,2,,TEXT,TEXT,3,9,10,"Consequat tincidunt consectetuer. Lectus primis, iaculis porttitor. Cursus nec metus! Est, etiam eros dui malesuada.",187
2024-09-16 15:08:16,2024-09-16 15:08:16,2,,100,0,1,2024-09-16 15:08:16,R_cNFGO0oB5RJ65HE,,,,,,,test,,1,5.41,5.64,5.47,49,1,4,4,7,4,6,3,5,1,4,6,2,4,3,7,3,7,7,3,3,7,1,3,2,2,1,2,4,4,5,6,1,5,6,4,3,7,6,5,4,19,29,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2,,TEXT,TEXT,2,9,5,Erat. Duis metus donec tempora felis nibh convallis! Aliquam potenti odio ultrices fusce wisi.,181
2024-09-16 15:08:16,2024-09-16 15:08:16,2,,100,0,1,2024-09-16 15:08:16,R_eninvm9XWj7wJvw,,,,,,,test,,1,8.75,9.88,10,9,3,5,6,5,1,3,5,3,5,7,7,2,2,4,6,5,1,6,7,6,3,5,1,5,3,2,7,6,1,6,2,5,5,5,1,5,5,5,1,2,32,18,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1,,TEXT,TEXT,4,8,8,"Suscipit, enim proin venenatis in integer? Pharetra blandit cras nullam.",186
2024-09-16 15:08:16,2024-09-16 15:08:16,2,,100,0,1,2024-09-16 15:08:16,R_5yV1RfRs7Y0UAOW,,,,,,,test,,1,4.19,7.38,7.99,10,7,7,2,3,3,3,3,2,6,4,3,4,5,2,7,1,7,3,1,4,4,3,7,4,5,2,4,3,5,7,6,5,2,3,7,6,3,5,7,3,31,7,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,1,,TEXT,TEXT,3,3,5,Ac arcu sapien diam rutrum tincidunt lacus nonummy tellus dignissim? Pellentesque lorem etiam.,181
2024-09-16 15:08:16,2024-09-16 15:08:16,2,,100,0,1,2024-09-16 15:08:17,R_b7t0PPl6XGBmW9M,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13,5.07,4.55,12,4,4,4,6,4,4,5,7,1,2,1,5,5,3,3,7,2,2,7,5,7,5,7,1,7,5,4,2,1,6,7,4,3,5,3,7,3,7,7,3,7,33,7,5,40,4,,TEXT,TEXT,1,9,2,"Primis, dapibus aenean elementum vivamus ac sem ab rutrum eros sapien.",192
2024-09-16 15:08:17,2024-09-16 15:08:17,2,,100,0,1,2024-09-16 15:08:17,R_dpsikr46Qb0qi1g,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,9.08,4.64,24,7,5,6,7,4,5,5,7,1,6,2,7,7,7,6,2,1,5,2,7,7,7,6,7,3,2,1,4,1,6,6,4,6,3,7,6,7,3,1,4,20,33,7,1,52,2,,TEXT,TEXT,2,2,2,Interdum mattis. Fusce. Natoque quam porta eget neque. Quis dui pharetra non suscipit. Sed eros.,199
2024-09-16 15:08:17,2024-09-16 15:08:17,2,,100,0,1,2024-09-16 15:08:17,R_eWJhTFCcIPdRTMy,,,,,,,test,,1,2.81,4.99,9.52,27,4,1,1,6,3,1,3,2,7,1,3,3,1,4,5,3,1,6,6,2,5,7,5,5,6,6,1,6,3,6,7,7,2,6,5,3,6,5,3,1,24,27,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,1,,TEXT,TEXT,3,4,2,Rhoncus odio? Duis nunc consequat diam vivamus tincidunt! Placerat eros! Quam ultrices morbi praesent.,169
2024-09-16 15:08:17,2024-09-16 15:08:17,2,,100,0,1,2024-09-16 15:08:17,R_5zg0exDIPtv3OzI,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14,7.08,6.78,36,6,1,3,5,6,2,1,7,7,3,1,2,5,5,2,6,1,4,4,2,1,4,5,3,1,2,2,2,7,5,3,7,6,4,4,3,6,2,5,1,39,32,6,1,64,1,,TEXT,TEXT,3,6,6,Aenean tempora. Quis sollicitudin? Eleifend at vel risus ipsum orci euismod tincidunt vitae.,163
2024-09-16 15:08:17,2024-09-16 15:08:17,2,,100,0,1,2024-09-16 15:08:18,R_6szNpdcvpkl1FxY,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,4.36,1.51,33,7,7,7,1,4,1,1,6,3,6,4,6,7,2,3,1,3,7,7,5,6,2,1,6,1,3,7,7,2,4,1,4,5,1,2,7,3,2,2,2,50,17,4,5,29,2,,TEXT,TEXT,4,5,3,Non vulputate in rhoncus neque neque? Mauris porttitor sodales blandit.,171
2024-09-16 15:08:18,2024-09-16 15:08:18,2,,100,0,1,2024-09-16 15:08:18,R_094TwuflpXiYZMO,,,,,,,test,,1,5.09,7.21,8.44,19,3,3,5,5,4,4,1,1,2,3,4,5,6,2,3,5,6,1,5,4,6,7,6,3,1,5,4,4,6,1,4,5,5,2,6,1,2,6,4,1,2,37,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,4,,TEXT,TEXT,1,7,3,"Magnis scelerisque non pellentesque tempus potenti. Facilisi posuere. Elementum duis, dolorem.",167
2024-09-16 15:08:18,2024-09-16 15:08:18,2,,100,0,1,2024-09-16 15:08:18,R_79F99ODn7zcvFS6,,,,,,,test,,1,7.17,7.37,8.51,21,3,1,4,4,1,7,3,5,4,4,3,6,5,6,5,3,4,5,3,3,5,6,6,4,4,5,3,1,3,5,3,5,3,3,2,2,4,7,4,7,3,39,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,2,,TEXT,TEXT,2,9,7,Porta cras temporibus vestibulum? Quis. Nullam sollicitudin diam? Tellus? Venenatis turpis elit in.,182
2024-09-16 15:08:18,2024-09-16 15:08:18,2,,100,0,1,2024-09-16 15:08:18,R_3r4N13QaG5Ws9Ui,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.32,8.82,7.51,24,4,3,2,5,5,6,4,2,3,3,3,3,3,3,3,1,2,2,5,7,2,6,5,7,7,5,1,3,4,4,1,7,4,6,4,6,4,3,6,7,14,27,3,3,21,1,,TEXT,TEXT,2,7,3,"Id! Aliquet at wisi? Luctus. Curabitur cras at quis, interdum dignissim. Accusamus consequat tempus.",175
2024-09-16 15:08:18,2024-09-16 15:08:18,2,,100,0,1,2024-09-16 15:08:19,R_2rc4o4JvJo0PMz4,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,8.13,7.56,34,5,2,7,7,3,6,4,6,5,1,5,3,5,1,5,5,2,3,2,3,1,4,1,2,6,7,2,5,1,6,5,1,5,6,4,6,5,6,5,4,5,6,2,5,109,2,,TEXT,TEXT,4,4,10,"Pellentesque sollicitudin? Quam magna, orci nibh wisi molestie ridiculus fusce.",183
2024-09-16 15:08:19,2024-09-16 15:08:19,2,,100,0,1,2024-09-16 15:08:19,R_4ZQtIv9izlQrizs,,,,,,,test,,1,8.35,9.09,9.28,2,4,7,1,2,7,4,7,7,1,5,3,3,5,4,5,6,1,3,6,4,1,2,4,3,7,4,1,2,2,2,2,2,5,7,5,5,5,5,2,2,10,15,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,4,,TEXT,TEXT,1,4,5,Vel cras viverra? Lectus? In volutpat rutrum tellus eget tincidunt euismod tortor sodales nunc.,168
2024-09-16 15:08:19,2024-09-16 15:08:19,2,,100,0,1,2024-09-16 15:08:19,R_82LuTA1HGZXkkjc,,,,,,,test,,1,9.34,9.42,9.99,6,4,6,7,5,3,6,1,4,1,6,7,7,5,2,2,5,1,1,3,2,3,6,3,2,2,1,3,1,6,6,4,3,3,5,5,4,4,6,2,7,4,10,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,4,,TEXT,TEXT,2,7,6,Tempora augue elementum massa scelerisque velit wisi. Arcu. Mi dapibus.,174
